"","estrato1","sex","age","oficio","relab","impa","maxEducLevel","college","regSalud","cotPension","totalHoursWorked","formal","cuentaPropia","microEmpresa","sizeFirm","y_total_m","ln_y","age2","Mujer"
"13269","3","1",47,"21","5",3e+06,"6","0","1","1",70,"1","0","1","2",3e+06,14.9141228466324,2209,0
"13270","4","0",52,"34","1",5e+05,"6","0","1","2",8,"0","0","1","2",5e+05,13.1223633774043,2704,1
"13271","4","0",21,"38","1",1300000,"6","0","1","1",60,"1","0","0","5",1300000,14.0778748224318,441,1
"13272","2","1",24,"45","4",0,"6","0","1","2",15,"0","1","1","1",1160686.60416667,13.9645222881224,576,0
"13273","2","1",26,"84","1",1237500,"5","1","1","1",48,"1","0","0","5",1237500,14.028603773425,676,0
"13274","2","0",47,"45","4",250000,"6","0","2","2",40,"0","1","1","1",250000,12.4292161968444,2209,1
"13275","2","1",51,"12","5",2e+06,"6","0","2","3",40,"1","0","1","2",2e+06,14.5086577385242,2601,0
"13276","4","0",62,"21","1",0,"6","0","1","1",48,"1","0","0","5",16233333,16.6025772788508,3844,1
"13277","4","1",50,"11","4",5e+06,"6","0","1","1",15,"1","1","1","1",5e+06,15.4249484703984,2500,0
"13278","2","1",58,"45","4",1500000,"2","0","3","2",70,"0","1","1","2",1500000,14.2209756660724,3364,0
"13279","2","0",59,"45","6",494516.24,"3","0","3","2",60,"0","0","1","2",534975.75255102,13.1899767025165,3481,1
"13280","3","1",56,"2","1",3575000,"6","0","1","1",60,"1","0","0","5",3575000,15.0894757341102,3136,0
"13281","3","0",28,"2","4",4100000,"6","0","1","1",55,"1","1","0","5",4100000,15.2264975316745,784,1
"13282","3","1",26,"2","4",3300000,"6","0","1","1",50,"1","1","0","5",3300000,15.0094330264367,676,0
"13283","3","0",37,"39","4",1500000,"6","0","1","1",48,"1","1","0","5",1500000,14.2209756660724,1369,1
"13284","3","1",33,"6","1",3435000,"6","0","1","1",52,"1","0","0","5",3435000,15.0495274836386,1089,0
"13285","4","0",54,"7","1",2700000,"6","0","1","1",51,"1","0","0","5",2700000,14.8087623309746,2916,1
"13286","4","0",50,"54","3",781242,"1","0","1","1",48,"1","0","1","1",781242,13.5686402399803,2500,1
"13287","4","1",28,"15","4",1200000,"6","0","1","1",50,"1","1","1","1",1200000,13.9978321147582,784,0
"13288","4","0",32,"12","4",3e+06,"6","0","1","1",30,"1","1","1","1",3e+06,14.9141228466324,1024,1
"13289","2","1",52,"81","4",1200000,"5","1","1","2",54,"0","1","1","1",1200000,13.9978321147582,2704,0
"13290","3","1",37,"45","4",1e+06,"6","0","1","2",48,"0","1","1","2",1e+06,13.8155105579643,1369,0
"13291","3","1",30,"41","4",1e+06,"5","1","1","2",48,"0","1","1","2",1e+06,13.8155105579643,900,0
"13292","2","1",61,"58","1",1279877.66666667,"5","1","1","1",60,"1","0","1","2",1279877.625,14.0622750258566,3721,0
"13293","2","0",24,"39","4",2789000,"6","0","1","1",40,"1","1","0","5",2789000,14.8411936666096,576,1
"13294","2","0",30,"34","2",2715333.33333333,"6","0","1","1",40,"1","0","0","5",2715333.5,14.8144253399022,900,1
"13295","2","1",27,"39","4",3150000,"6","0","1","1",40,"1","1","0","5",3150000,14.9629130108018,729,0
"13296","3","0",39,"12","4",5e+06,"6","0","1","1",60,"1","1","0","5",5e+06,15.4249484703984,1521,1
"13297","3","1",39,"6","4",1400000,"6","0","1","1",79,"1","1","1","1",1400000,14.1519827945855,1521,0
"13298","2","1",38,"85","1",934556.5,"5","1","1","1",50,"1","0","0","4",934556.5,13.7478273641892,1444,0
"13299","2","0",29,"32","1",996556.5,"5","1","1","1",48,"1","0","1","2",996556.5,13.8120611154722,841,1
"13300","4","0",48,"13","2",2161166.66666667,"6","0","2","1",30,"1","0","0","5",2161166.5,14.5861586801841,2304,1
"13301","4","1",50,"13","2",2125000,"6","0","2","1",30,"1","0","0","5",2125000,14.5692823603407,2500,0
"13302","4","1",64,"12","5",2e+06,"6","0","1","3",50,"1","0","0","3",2e+06,14.5086577385242,4096,0
"13303","2","0",28,"39","2",1587000,"6","0","1","1",44,"1","0","0","5",1587000,14.2773559995085,784,1
"13304","5","1",48,"58","1",994575.333333333,"5","1","1","1",60,"1","0","1","2",994575.3125,13.8100711034184,2304,0
"13305","4","0",22,"51","4",5e+05,"6","0","1","2",48,"0","1","0","3",5e+05,13.1223633774043,484,1
"13306","4","1",22,"77","4",9e+05,"6","0","1","2",48,"0","1","1","2",9e+05,13.7101500423064,484,0
"13307","4","0",19,"53","1",0,"6","0","1","2",48,"0","0","1","2",1286248.4,14.0672403222035,361,1
"13308","1","1",32,"2","1",2708333.33333333,"6","0","1","1",48,"1","0","0","5",2708333.25,14.8118439667427,1024,0
"13309","1","0",55,"57","4",0,"4","0","1","2",56,"0","1","1","2",1e+06,13.8155105579643,3025,1
"13310","3","0",61,"13","2",7083333.33333333,"6","0","1","1",30,"1","0","0","5",7083333,15.7732551176078,3721,1
"13311","3","1",27,"2","1",921119.666666667,"6","0","1","1",48,"1","0","0","5",921119.6875,13.7333452606487,729,0
"13312","5","0",34,"58","1",489500,"6","0","1","1",40,"1","0","1","2",489500,13.1011397409527,1156,1
"13313","5","1",36,"55","1",1327833.33333333,"3","0","1","1",112,"1","0","1","2",1327833.375,14.0990591305139,1296,0
"13314","2","0",37,"79","1",1388211,"5","1","1","1",48,"1","0","0","5",1388211,14.1435264257865,1369,1
"13315","2","0",35,"45","4",4e+05,"4","0","3","2",70,"0","1","1","1",4e+05,12.8992198260901,1225,1
"13316","2","1",41,"45","1",866666.666666667,"2","0","3","2",72,"0","0","1","2",866666.6875,13.6724097383621,1681,0
"13317","2","1",61,"45","4",3e+05,"1","0","3","2",42,"0","1","1","1",3e+05,12.6115377536383,3721,0
"13318","3","0",27,"38","1",869453,"6","0","1","1",45,"1","0","0","5",869453,13.6756195572614,729,1
"13319","3","0",35,"45","5",1200000,"6","0","1","1",54,"1","0","1","2",1200000,13.9978321147582,1225,1
"13320","3","1",36,"8","1",3180000,"6","0","1","1",48,"1","0","0","5",3180000,14.9723917547564,1296,0
"13321","3","1",62,"13","2",3020833.33333333,"6","0","2","1",48,"1","0","0","5",3020833.25,14.9210432618908,3844,0
"13322","3","0",36,"45","4",7e+05,"5","1","1","2",42,"0","1","1","1",7e+05,13.4588356140255,1296,1
"13323","3","1",59,"73","1",4146666.66666667,"5","1","1","1",48,"1","0","0","5",3966666.75,15.1934366904221,3481,0
"13324","3","1",35,"13","1",2281000,"6","0","1","1",48,"1","0","0","5",2281000,14.6401245012665,1225,0
"13325","3","0",34,"44","5",2e+06,"6","0","1","2",30,"0","0","1","2",2e+06,14.5086577385242,1156,1
"13326","3","1",39,"57","4",0,"6","0","1","2",58,"0","1","1","2",1060000,13.8737794660882,1521,0
"13327","2","1",26,"85","4",6e+05,"5","1","1","2",48,"0","1","1","1",6e+05,13.3046849341983,676,0
"13328","2","0",35,"13","4",3e+06,"6","0","1","1",50,"1","1","0","5",3e+06,14.9141228466324,1225,1
"13329","2","1",62,"77","4",1200000,"4","0","3","2",35,"0","1","1","1",1200000,13.9978321147582,3844,0
"13330","3","1",55,"45","4",8e+05,"6","0","1","2",72,"0","1","1","1",8e+05,13.5923670066501,3025,0
"13331","2","0",45,"84","4",0,"5","1","3","2",24,"0","1","1","2",849484.333333333,13.6523847777031,2025,1
"13332","2","1",51,"84","4",6e+05,"3","0","1","2",48,"0","1","1","2",6e+05,13.3046849341983,2601,0
"13333","2","0",24,"45","1",899453,"5","1","1","1",60,"1","0","1","2",899453,13.7095420797569,576,1
"13334","2","0",32,"12","1",2166666.66666667,"6","0","1","1",48,"1","0","0","5",2166666.75,14.5887004846593,1024,1
"13335","2","1",34,"3","1",1929877.66666667,"6","0","1","1",65,"1","0","0","4",1929877.625,14.472967152135,1156,0
"13336","3","0",59,"79","4",5e+05,"3","0","1","2",25,"0","1","1","1",5e+05,13.1223633774043,3481,1
"13337","2","1",38,"87","4",0,"2","0","3","2",35,"0","1","1","1",727080.666666667,13.4967927086363,1444,0
"13338","2","0",47,"94","1",979453,"4","0","1","1",48,"1","0","0","4",979453,13.7947495315503,2209,1
"13339","3","0",62,"50","1",3583333.33333333,"6","0","1","3",50,"1","0","0","4",3583333.25,15.091804000614,3844,1
"13340","3","1",49,"13","4",4e+06,"6","0","1","1",48,"1","1","0","5",4e+06,15.2018049190842,2401,0
"13341","3","0",55,"45","1",1230711,"5","1","1","1",48,"1","0","0","5",1210711,14.0067183483075,3025,1
"13342","3","0",20,"32","1",781242,"4","0","1","2",35,"0","0","0","4",781242,13.5686402399803,400,1
"13343","3","1",58,"95","4",3e+05,"6","0","1","2",48,"0","1","1","1",3e+05,12.6115377536383,3364,0
"13344","3","0",53,"42","1",3799666.66666667,"6","0","1","1",55,"1","0","0","5",3799666.75,15.1504239234826,2809,1
"13345","3","1",23,"13","4",120000,"6","0","1","2",12,"0","1","1","1",120000,11.6952470217642,529,0
"13346","3","0",28,"53","1",995244.666666667,"5","1","1","1",48,"1","0","0","4",995244.6875,13.8107439029935,784,1
"13347","3","1",41,"57","4",1200000,"6","0","1","2",40,"0","1","1","1",1200000,13.9978321147582,1681,0
"13348","3","0",38,"7","4",1500000,"6","0","1","1",25,"1","1","0","4",1500000,14.2209756660724,1444,1
"13349","3","1",50,"39","1",0,"6","0","1","1",60,"1","0","0","4",1842872.59405941,14.4268361046148,2500,0
"13350","3","1",32,"3","1",1800000,"6","0","1","1",70,"1","0","0","5",1800000,14.4032972228664,1024,0
"13351","3","0",31,"11","4",0,"6","0","1","2",27,"0","1","1","1",2645280.14055736,14.7882875309203,961,1
"13352","3","1",49,"21","4",7e+05,"5","1","1","2",60,"0","1","1","1",7e+05,13.4588356140255,2401,0
"13353","3","0",48,"39","1",1145333.33333333,"5","1","1","1",36,"1","0","0","5",1145333.375,13.9512063097977,2304,1
"13354","3","1",46,"2","1",3250000,"6","0","1","1",40,"1","0","0","5",3250000,14.9941655543059,2116,0
"13355","3","1",61,"98","4",1e+06,"6","0","1","2",40,"0","1","1","1",1e+06,13.8155105579643,3721,0
"13356","3","0",58,"39","1",1063211,"6","0","1","3",48,"1","0","0","4",1063211,13.8768041324526,3364,1
"13357","3","1",37,"98","1",1706000,"5","1","1","1",70,"1","0","0","5",1706000,14.3496620070338,1369,0
"13358","1","0",44,"58","1",1193333.33333333,"3","0","1","1",78,"1","0","1","2",1193333.375,13.992261104625,1936,1
"13359","1","1",41,"95","4",1e+06,"3","0","1","1",54,"1","1","1","1",1e+06,13.8155105579643,1681,0
"13360","1","1",37,"45","4",0,"2","0","3","2",90,"0","1","1","2",598181.818181818,13.3016500305031,1369,0
"13361","1","0",41,"45","6",354000,"2","0","3","2",14,"0","0","1","2",379285.714285714,12.8460450636029,1681,1
"13362","3","1",28,"3","1",0,"6","0","1","1",48,"1","0","0","5",1934557.25,14.4753890468952,784,0
"13363","3","0",19,"3","1",869453,"6","0","1","1",60,"1","0","0","4",869453,13.6756195572614,361,1
"13364","1","1",36,"39","1",869453,"3","0","1","2",48,"0","0","0","3",869453,13.6756195572614,1296,0
"13365","1","0",31,"38","1",984877.666666667,"5","1","1","1",48,"1","0","0","5",984877.6875,13.800272737317,961,1
"13366","3","1",45,"2","2",6250000,"6","0","1","1",40,"1","0","0","5",6249999.5,15.6480919417126,2025,0
"13367","1","1",35,"19","1",2850000,"6","0","1","1",48,"1","0","0","5",2850000,14.8628295522448,1225,0
"13368","1","0",34,"7","1",2266666.66666667,"6","0","1","1",42,"1","0","0","5",2266666.75,14.6338209182429,1156,1
"13369","5","1",55,"21","5",1.2e+07,"6","0","1","1",10,"1","0","0","4",1.2e+07,16.3004172077523,3025,0
"13370","5","1",56,"21","1",14200000,"6","0","1","1",40,"1","0","0","4",14200000,16.4687525225715,3136,0
"13371","5","0",57,"21","1",9e+05,"6","0","1","2",40,"0","0","0","4",9e+05,13.7101500423064,3249,1
"13372","5","1",26,"12","1",2708333.33333333,"6","0","1","1",40,"1","0","0","4",2708333.25,14.8118439667427,676,0
"13373","3","0",41,"19","4",2800000,"6","0","1","1",48,"1","1","0","5",2800000,14.8451299751454,1681,1
"13374","3","0",49,"59","1",2113333.33333333,"6","0","1","1",42,"1","0","0","5",2113333.25,14.5637769983131,2401,1
"13375","3","0",38,"43","1",927786.333333333,"5","1","1","1",48,"1","0","0","3",927786.3125,13.7405567185503,1444,1
"13376","3","1",66,"21","1",1787500,"6","0","1","2",66,"0","0","0","4",1787500,14.3963285535503,4356,0
"13377","3","0",37,"45","1",2708333.33333333,"6","0","1","1",50,"1","0","0","3",2708333.25,14.8118439667427,1369,1
"13378","3","0",67,"33","7",1377405.03097345,"6","0","2","3",40,"1","0","0","3",1532369.7883151,14.2423259763409,4489,1
"13379","1","0",41,"41","4",0,"3","0","3","2",60,"0","1","1","1",525000,13.1711535415738,1681,1
"13380","1","1",20,"45","1",988211,"5","1","1","1",48,"1","0","0","5",988211,13.8036515166818,400,0
"13381","1","1",47,"97","1",1093211,"6","0","1","1",48,"1","0","0","3",1093211,13.9046297951881,2209,0
"13382","1","0",49,"45","1",964556.5,"4","0","1","1",48,"1","0","0","3",964556.5,13.7794236891871,2401,1
"13383","1","1",25,"18","4",7e+05,"6","0","1","2",40,"0","1","1","1",7e+05,13.4588356140255,625,0
"13384","3","1",57,"3","4",9e+05,"6","0","1","2",48,"0","1","1","1",9e+05,13.7101500423064,3249,0
"13385","5","0",56,"13","1",0,"6","0","1","1",40,"1","0","0","5",4940364.5625,15.4129496845181,3136,1
"13386","5","1",31,"13","1",0,"6","0","1","1",40,"1","0","0","5",9638042.325,16.081228567644,961,0
"13387","5","1",24,"61","5",1800000,"6","0","1","2",40,"0","0","1","2",1800000,14.4032972228664,576,0
"13388","1","1",47,"72","1",968119.666666667,"3","0","1","1",48,"1","0","0","4",968119.6875,13.783111002727,2209,0
"13389","1","0",46,"77","1",869453,"5","1","1","1",56,"1","0","0","5",869453,13.6756195572614,2116,1
"13390","5","1",45,"11","1",21083333.3333333,"6","0","1","1",55,"1","0","0","5",21083334,16.8639934285243,2025,0
"13391","5","1",30,"41","4",2e+06,"6","0","1","2",50,"0","1","1","2",2e+06,14.5086577385242,900,0
"13392","5","0",51,"21","5",2e+06,"6","0","1","2",20,"0","0","1","2",2e+06,14.5086577385242,2601,1
"13393","5","0",35,"54","3",975833.333333333,"5","1","1","1",48,"1","0","1","1",975833.3125,13.7910470644366,1225,1
"13394","1","1",48,"83","1",720000,"4","0","1","2",78,"0","0","0","3",720000,13.4870064909922,2304,0
"13395","1","1",29,"3","1",0,"6","0","1","1",48,"1","0","0","5",1412117.45170455,14.1606008746698,841,0
"13396","1","0",26,"21","1",1453211,"6","0","1","1",48,"1","0","0","5",1453211,14.1892861488023,676,1
"13397","3","0",42,"57","1",1200000,"6","0","1","2",48,"0","0","0","3",1200000,13.9978321147582,1764,1
"13398","3","1",35,"8","1",2166666.66666667,"6","0","1","1",48,"1","0","0","5",2166666.75,14.5887004846593,1225,0
"13399","2","1",50,"39","1",1616666.66666667,"6","0","1","1",48,"1","0","0","5",1616666.625,14.2958769484724,2500,0
"13400","2","1",26,"38","1",1e+06,"6","0","1","1",48,"1","0","0","5",1e+06,13.8155105579643,676,0
"13401","2","1",28,"45","1",1647666.66666667,"6","0","1","1",60,"1","0","0","5",1647666.625,14.3148706783327,784,0
"13402","2","1",45,"95","1",4096000,"3","0","1","1",50,"1","0","0","5",4096000,15.2255214457015,2025,0
"13403","2","0",41,"54","3",1055244.66666667,"3","0","1","1",48,"1","0","1","1",1255244.625,14.0428410318722,1681,1
"13404","2","0",57,"54","3",866666.666666667,"5","1","1","2",48,"0","0","1","1",866666.6875,13.6724097383621,3249,1
"13405","2","1",53,"87","1",1e+06,"4","0","1","2",48,"0","0","1","2",1e+06,13.8155105579643,2809,0
"13406","2","1",43,"98","4",8e+05,"5","1","1","1",40,"1","1","1","1",8e+05,13.5923670066501,1849,0
"13407","2","0",39,"13","4",3e+06,"6","0","1","1",50,"1","1","0","5",3e+06,14.9141228466324,1521,1
"13408","2","0",49,"45","1",0,"6","0","1","2",24,"0","0","1","2",1e+05,11.5129254649702,2401,1
"13409","2","0",36,"53","1",7e+05,"6","0","1","2",75,"0","0","1","2",7e+05,13.4588356140255,1296,1
"13410","2","1",38,"87","1",1e+06,"5","1","3","2",48,"0","0","1","2",1e+06,13.8155105579643,1444,0
"13411","2","1",45,"21","1",3250000,"3","0","1","1",66,"1","0","0","5",3250000,14.9941655543059,2025,0
"13412","2","0",24,"59","1",1013333.33333333,"5","1","1","1",42,"1","0","0","5",1013333.3125,13.8287557641551,576,1
"13413","2","0",21,"59","1",869453,"6","0","1","1",52,"1","0","0","5",869453,13.6756195572614,441,1
"13414","2","0",36,"45","6",435595.444444444,"5","1","1","2",20,"0","0","1","2",452262.104166667,13.0220171672259,1296,1
"13415","2","1",37,"41","4",780000,"4","0","1","2",35,"0","1","1","2",780000,13.5670491986658,1369,0
"13416","2","0",54,"55","4",720000,"4","0","3","2",58,"0","1","1","1",720000,13.4870064909922,2916,1
"13417","2","1",28,"95","1",2497000,"5","1","1","1",56,"1","0","0","4",2462000,14.7164845857265,784,0
"13418","2","1",35,"83","4",2e+06,"5","1","3","2",48,"0","1","1","1",2e+06,14.5086577385242,1225,0
"13419","2","0",48,"45","1",5e+05,"5","1","3","2",60,"0","0","1","2",5e+05,13.1223633774043,2304,1
"13420","2","1",39,"51","5",1e+06,"4","0","3","2",60,"0","0","1","2",1e+06,13.8155105579643,1521,0
"13421","2","0",31,"58","1",1063211,"5","1","1","1",60,"1","0","0","5",1063211,13.8768041324526,961,1
"13422","2","1",25,"45","6",2250000,"5","1","1","2",32,"0","0","1","2",2250000,14.6264407741806,625,0
"13423","2","0",50,"41","4",150000,"4","0","2","2",35,"0","1","1","2",150000,11.9183905730784,2500,1
"13424","2","1",59,"45","1",1e+06,"5","1","1","2",35,"0","0","1","1",1e+06,13.8155105579643,3481,0
"13425","2","1",61,"95","1",869453,"1","0","1","2",48,"0","0","0","4",869453,13.6756195572614,3721,0
"13426","2","0",55,"55","1",1100000,"4","0","3","2",54,"0","0","0","4",1100000,13.9108207377686,3025,1
"13427","2","1",25,"95","4",120000,"4","0","3","2",48,"0","1","1","1",120000,11.6952470217642,625,0
"13428","2","0",21,"16","1",840000,"4","0","1","2",42,"0","0","0","3",840000,13.6411571708195,441,1
"13429","2","1",56,"97","1",1540411,"2","0","1","1",48,"1","0","0","5",1540411,14.2475598218997,3136,0
"13430","2","1",20,"3","1",1604877.66666667,"6","0","1","1",48,"1","0","0","5",1604877.625,14.2885580655335,400,0
"13431","2","0",57,"54","4",320000,"1","0","3","2",40,"0","1","1","1",320000,12.6760762747759,3249,1
"13432","2","1",55,"98","1",899453,"5","1","1","1",43,"1","0","0","4",899453,13.7095420797569,3025,0
"13433","2","0",57,"39","1",588211,"5","1","1","1",24,"1","0","0","4",588211,13.2848410060492,3249,1
"13434","2","1",23,"53","1",6e+05,"5","1","3","2",30,"0","0","0","3",6e+05,13.3046849341983,529,0
"13435","2","1",28,"83","4",1600000,"5","1","1","2",48,"0","1","0","3",1600000,14.28551418721,784,0
"13436","2","0",29,"41","5",0,"5","1","1","2",54,"0","0","1","2",699645.343433277,13.4583288333958,841,1
"13437","2","1",61,"45","4",7e+05,"4","0","3","2",48,"0","1","1","1",7e+05,13.4588356140255,3721,0
"13438","2","1",37,"45","4",250000,"5","1","3","2",48,"0","1","1","1",250000,12.4292161968444,1369,0
"13439","3","1",41,"21","1",1725000,"6","0","1","1",50,"1","0","0","4",1725000,14.3607376084476,1681,0
"13440","3","1",69,"84","4",4e+05,"3","0","1","2",4,"0","1","1","1",4e+05,12.8992198260901,4761,0
"13441","3","1",66,"21","4",1100000,"6","0","1","2",56,"0","1","1","2",1100000,13.9108207377686,4356,0
"13442","2","1",58,"98","5",1e+06,"6","0","1","1",35,"1","0","1","2",1e+06,13.8155105579643,3364,0
"13443","2","1",26,"3","1",984044.333333333,"6","0","1","1",48,"1","0","0","4",984044.3125,13.7994262080489,676,0
"13444","2","1",52,"84","1",3e+05,"3","0","3","2",48,"0","0","1","2",5e+05,13.1223633774043,2704,0
"13445","2","1",63,"21","1",16041666.6666667,"5","1","1","1",60,"1","0","0","4",16041667,16.5907000826833,3969,0
"13446","2","0",38,"12","1",8866666.66666667,"6","0","2","1",48,"1","0","0","5",8866667,15.9978095226778,1444,1
"13447","2","1",35,"30","1",4500000,"6","0","1","1",55,"1","0","0","5",4500000,15.3195879547405,1225,0
"13448","2","0",34,"12","2",1e+07,"6","0","1","1",40,"1","0","0","5",1e+07,16.1180956509583,1156,1
"13449","3","1",38,"11","1",3501000,"6","0","1","1",40,"1","0","0","5",3501000,15.0685591999368,1444,0
"13450","3","1",24,"13","4",1e+06,"6","0","1","2",48,"0","1","1","1",1e+06,13.8155105579643,576,0
"13451","3","0",66,"21","7",2e+06,"4","0","1","3",40,"1","0","1","2",2e+06,14.5086577385242,4356,1
"13452","3","0",37,"13","1",4250000,"6","0","1","1",16,"1","0","0","5",4250000,15.2624295409006,1369,1
"13453","2","1",35,"12","1",1500000,"6","0","1","1",39,"1","0","0","4",5500000,15.5202586502027,1225,0
"13454","2","1",42,"17","4",1500000,"6","0","1","1",78,"1","1","1","1",1500000,14.2209756660724,1764,0
"13455","2","1",32,"13","1",1088211,"6","0","1","1",12,"1","0","0","5",1088211,13.9000456214188,1024,0
"13456","2","1",31,"16","4",2e+06,"6","0","1","2",25,"0","1","1","1",2e+06,14.5086577385242,961,0
"13457","2","1",38,"58","1",1688211,"6","0","1","1",28,"1","0","0","5",1688211,14.3391799463262,1444,0
"13458","2","0",40,"54","3",930711,"3","0","1","1",41,"1","0","1","1",930711,13.7437040891649,1600,1
"13459","2","1",44,"95","1",962786.333333333,"2","0","1","1",40,"1","0","0","4",962786.3125,13.7775867684419,1936,0
"13460","2","0",56,"45","4",5e+05,"4","0","1","2",60,"0","1","0","5",5e+05,13.1223633774043,3136,1
"13461","2","1",30,"58","2",2123452.66666667,"6","0","2","1",72,"1","0","0","5",2066666.625,14.5414475411859,900,0
"13462","2","1",38,"91","1",1279877.66666667,"4","0","1","1",48,"1","0","0","3",1279877.625,14.0622750258566,1444,0
"13463","3","1",53,"81","4",0,"5","1","1","2",48,"0","1","1","1",840000,13.6411571708195,2809,0
"13464","3","0",50,"79","4",2e+06,"6","0","1","2",20,"0","1","1","1",2e+06,14.5086577385242,2500,1
"13465","2","1",39,"13","1",2438333.33333333,"6","0","1","1",50,"1","0","0","5",2438333.25,14.7068252695919,1521,0
"13466","2","1",58,"45","1",881953,"5","1","1","1",48,"1","0","0","4",881953,13.6898940455872,3364,0
"13467","2","1",23,"3","1",954877.666666667,"6","0","1","1",48,"1","0","0","3",954877.6875,13.7693385353442,529,0
"13468","2","1",35,"89","1",850000,"2","0","1","2",60,"0","0","1","2",850000,13.6529916284665,1225,0
"13469","2","0",39,"92","1",963619.666666667,"5","1","1","1",48,"1","0","0","4",963619.6875,13.7784519807097,1521,1
"13470","2","1",40,"58","1",0,"5","1","1","1",48,"1","0","1","2",1549453,14.2534125233846,1600,0
"13471","2","0",63,"55","4",4e+05,"2","0","1","2",48,"0","1","1","1",4e+05,12.8992198260901,3969,1
"13472","2","0",41,"55","1",974711,"3","0","1","1",48,"1","0","0","5",974711,13.7898962957854,1681,1
"13473","2","0",32,"32","2",1838211,"6","0","1","1",48,"1","0","0","5",1838211,14.4243033740031,1024,1
"13474","2","1",65,"58","1",1950000,"3","0","1","3",60,"1","0","0","5",1950000,14.4833399305399,4225,0
"13475","2","1",58,"33","1",7e+06,"6","0","1","1",48,"1","0","0","3",7e+06,15.7614207070196,3364,0
"13476","2","0",53,"13","1",1041666.66666667,"6","0","1","1",40,"1","0","0","4",1041666.6875,13.8563325724845,2809,1
"13477","2","1",21,"95","1",1350000,"5","1","1","1",56,"1","0","0","5",1350000,14.1156151504146,441,0
"13478","2","0",39,"53","4",6e+05,"5","1","1","2",36,"0","1","0","5",6e+05,13.3046849341983,1521,1
"13479","2","1",19,"93","4",5e+05,"5","1","3","2",40,"0","1","1","1",5e+05,13.1223633774043,361,0
"13480","3","0",55,"59","1",846242,"6","0","1","1",49,"1","0","0","5",846242,13.6485606496927,3025,1
"13481","2","0",23,"93","1",8e+05,"5","1","1","2",48,"0","0","1","2",8e+05,13.5923670066501,529,1
"13482","2","1",32,"2","1",1616666.66666667,"6","0","1","1",48,"1","0","0","5",1616666.625,14.2958769484724,1024,0
"13483","2","1",33,"15","4",2700000,"6","0","1","1",62,"1","1","0","5",2700000,14.8087623309746,1089,0
"13484","2","0",45,"54","3",1006666.66666667,"3","0","1","1",48,"1","0","1","2",1006666.6875,13.8221551213783,2025,1
"13485","3","1",56,"41","5",2500000,"5","1","1","2",42,"0","0","0","4",2500000,14.7318012898384,3136,0
"13486","2","1",21,"45","1",869453,"5","1","1","1",48,"1","0","0","5",869453,13.6756195572614,441,0
"13487","2","1",28,"41","4",1e+06,"5","1","1","2",48,"0","1","1","1",1e+06,13.8155105579643,784,0
"13488","2","0",26,"45","1",963703,"5","1","1","1",48,"1","0","1","2",963703,13.7785384348365,676,1
"13489","3","1",38,"45","1",2479166.66666667,"6","0","1","1",40,"1","0","0","5",2479166.75,14.7234330737814,1444,0
"13490","3","0",41,"11","1",2852333.33333333,"6","0","1","1",40,"1","0","0","5",2852333.25,14.8636479015162,1681,1
"13491","2","0",42,"45","1",1017371.41666667,"6","0","1","1",56,"1","0","0","5",1017371.4375,13.8327328369645,1764,1
"13492","2","0",22,"32","1",890286.333333333,"6","0","1","1",48,"1","0","0","3",890286.3125,13.6992983894124,484,1
"13493","2","1",46,"79","4",1200000,"6","0","1","1",40,"1","1","1","2",1200000,13.9978321147582,2116,0
"13494","2","0",40,"41","4",1e+06,"5","1","1","1",60,"1","1","1","1",1e+06,13.8155105579643,1600,1
"13495","2","0",40,"6","4",3e+06,"6","0","1","1",48,"1","1","0","5",3e+06,14.9141228466324,1600,1
"13496","3","0",23,"45","1",934453,"6","0","1","1",48,"1","0","0","3",1534453,14.2436845237035,529,1
"13497","3","0",19,"45","1",781242,"5","1","1","2",48,"0","0","1","2",781242,13.5686402399803,361,1
"13498","2","1",36,"95","4",780000,"5","1","3","2",60,"0","1","1","1",780000,13.5670491986658,1296,0
"13499","2","0",59,"55","3",105000,"2","0","1","2",3,"0","0","1","1",105000,11.5617156291397,3481,1
"13500","2","0",59,"54","3",481500,"4","0","1","1",20,"1","0","1","1",481500,13.0846615102203,3481,1
"13501","2","0",35,"39","1",1054877.66666667,"5","1","1","1",44,"1","0","0","4",1054877.625,13.8689353229037,1225,1
"13502","2","0",33,"38","1",901453,"5","1","1","1",58,"1","0","0","5",1041453,13.8561274114445,1089,1
"13503","2","1",52,"92","1",1656000,"5","1","1","1",48,"1","0","0","4",1656000,14.3199156139273,2704,0
"13504","2","0",48,"93","1",1356711,"5","1","1","1",48,"1","0","0","4",1356711,14.1205739463494,2304,1
"13505","2","1",49,"95","1",2301953,"4","0","1","1",48,"1","0","0","5",1301953,14.0793760027888,2401,0
"13506","2","1",23,"95","1",1e+06,"4","0","1","2",48,"0","0","1","2",1e+06,13.8155105579643,529,0
"13507","2","0",24,"97","1",1396953,"5","1","1","1",48,"1","0","0","5",1396953,14.1498039941513,576,1
"13508","2","1",46,"97","1",1279877.66666667,"4","0","1","1",48,"1","0","0","4",1279877.625,14.0622750258566,2116,0
"13509","2","0",26,"54","3",941453,"5","1","1","1",48,"1","0","1","1",941453,13.7551797054934,676,1
"13510","2","1",28,"81","1",941119.666666667,"4","0","1","1",48,"1","0","1","2",941119.6875,13.7548256022965,784,0
